legal_text,simplified_text
"SECTION 4 of Ajmer Tenancy and Land Records Act, 1950
4. Definitions.-
In this Act, unless there is anything repugnant in the subject or context,-
(1) all words and expressions used to denote the possessor of any right title or interest, whether the same be proprietary or otherwise, shall be deemed to include the predecessors and successors in right, title or interest of such person;
(2) ""agricultural year"" means the year commencing on the first day of June and ending on the thirty-first day of May next following;
(3) ""agriculturist"" means a person who earns his livelihood wholly or principally-
(a) by the cultivation of land personally, or through servants or by hired labour, or
(b) as artisan or field-labourer, paid in cash or kind for work connected with agriculture, and includes-
(i) a landlord whose interest in the stable land of the village does not exceed 120 acres, and
(ii) a tenant who sub-lets his land in accordance with the provisions of this Act;
Explanation.-An agriculturist who, without any intention of changing his profession as such, temporarily ceases to so earn his livelihood, or who if prevented from so earning his livelihood by age or bodily infirmity, or by absence due to service in the military, naval or air forces of India, or by confinement in prison, does not thereby cease to be an agriculturist;
(4) ""assistant commissioner"" includes an additional assistant commissioner and an extra assistant commissioner;
(5) ""batai"" means division of the produce on the threshing-floor;
(6) ""bighori"" means money rent per bigha of land;
(7) ""biswadar"" means-
(a) any person who is recorded as plot-proprietor in the settlement khewat of 1874 and is continuously so recorded since, or who, but for an error or omission, would have been so continuously recorded; or
(b) any member of the proprietary body who becomes an owner of land under section 7 of the Ajmer Land and Revenue Regulation, 1877 (2 of 1877), or
(c) any person who becomes, or is declared, a biswadar under the provisions of this Act, and includes a person admitted to the occupation of land under a lease guaranteeing hereditary rights of ownership and enjoyment on condition of his permanently developing such land by sinking a well or otherwise, and who accordingly developed such land and was, before the commencement of this Act, recorded as plot proprietor thereof in the khewat;
(8) ""cess"" means a cess declared payable under sub-section (2) of section 62;
(9) ""collector"" means the collector of Ajmer or any other office appointed by the Chief Commissioner to discharge the functions of a collector under this Act, and includes an additional collector;
(10) ""confirming court"" means a court to which the record of a case it submitted in accordance with the provisions of this Act for confirmation of any decree or order passed therein;
(11) ""decree"" means an order which is drawn up in the form of a decree as prescribed;
(12) ""holding"" means a parcel or parcels of land held under one lease, engagement or grant or, in the absence of such lease, engagement or grant, under one tenure, and in section 26 includes a well on a holding;
(13) ""improvement"" means, with reference to a tenant's holding,-
(i) a dwelling house erected on the holding by the tenant for his own occupation, or a cattle-shed, or a store-house or any other construction for agricultural purposes, erected or set up by him on his holding, and
(ii) any work which adds materially to the value of the holding and is consistent with the purpose for which it was let, and which, if not executed on the holding, is either executed directly for its benefit or is, after execution, made directly beneficial to it, and, subject to the foregoing provisions of this clause, includes-
(a) the construction of a well, water channel, and other work for the supply or distribution of water for agricultural purposes,
(b) the construction of any work for the drainage of land, or for the protection of land from floods, or from erosion or other damage by water,
(c) the reclaiming, clearing, enclosing, levelling, or terracing of land,
(d) the erection in the immediate vicinity of the holding, otherwise than on the village site, of a building required for the convenient or profitable use or occupation of the holding,
(e) the construction of a tank or other work for the storage of water for agricultural purposes, and
(f) the renewal or reconstruction of any of the foregoing works, or such alterations therein, or additions thereto, as are not of the nature of mere repairs: Provided that such clearance, water channel, levelling, embankment, enclosure, temporary well or other work as is made in the ordinary course of cultivation and without incurring any special expenditure shall not be deemed to be an improvement;
Explanation.-A work which benefits several holdings may be deemed to be an improvement with respect to each of such holdings;
(14) ""istimrari estate"" means an estate in respect of which an istimrari sanad has been granted by the Chief Commissioner before the commencement of the Ajmere Land and Revenue Regulation, 1877 (2 of 1877); and
""istimrardar"" means the person to whom such sanad has been granted, or any other person who becomes entitled to the istimrari estate in succession to him in accordance with the provisions of the said Regulation;
(15) ""jagirdar"" means a person to whom the revenue of any land has been assigned under a sanad issued by the Chief Commissioner before the commencement of theAjmere Land and Revenue Regulation, 1877;
(16) ""khudkasht"" means land cultivated by a proprietor as such, either himself, or by servants or by hired labour;
(17) ""kuta"" means an estimate or appraisement of the standing crop;
(18) ""lag"" means-
(a) a levy in cash imposed on a tenant-
(i) on the occasion of a ceremony in the family of the landlord or the tenant, or
(ii) by way of tax on a well or plough or as fee for settlement of rent accounts; or
(b) any other levy in cash over and above the rent payable by a tenant, but does not include a fee specified in the First Schedule or an assessment leviable, or a local rate payable under any law for the time being in force in the State;
(19) ""land"" means land which is let or held for the raising of crops or garden produce, or for purposes subservient thereto, and includes land covered by water used for the purpose of growing singhara or other producer but does not include land for the time being occupied by a building or appurtenant thereto, other than a building which is an improvement;
(20) ""landholder"" means the person to whom rent is, or, but for a contract, express or implied, would be, payable, and includes shamlat committee created or recognisedunder the provisions of section 180;
(21) ""landlord"" means the proprietor of a village, or of a share or specified plot therein, and includes-
(i) in case of land in respect of which an istimrari sanad has been granted, any person by whom an estate, a village, or a portion of an estate or village is held, whether under a separate engagement to pay revenue or otherwise;
(ii) a jagirdar; and
(iii) a trustee, a manager, a superintendent, a mutawalli, or a body of persons appointed to administer a religious endowment, a trust, or waqf property, or the shamlat dehland of a village;
Explanation.-In clauses (20) and (21), the word ""landholder"" or ""landlord"" shall include-
(i) a mortgagee with possession,
(ii) a lessee of proprietary right, and
(iii) in case of property of which superintendence has been assumed by the Court of Wards under section 6 of the Ajmere Government Wards Regulation, 1888 (1 of 1888) or which has been attached under section 82 of the Ajmere Land and Revenue Regulation, 1877 (2 of 1877), the collector;
(22) ""lease"" includes the counterpart of a lease;
(23) ""legal practitioner"" means any person who is, for the time being enrolled as an advocate or pleader by the Judicial Commissioner of Ajmer;
(24) ""minor"" means a person who, under section 3 of the Indian Majority Act, 1875 (9 of 1875), has not attained majority;
(25) ""muafi"" means a definite portion of land held revenue-free under a sanad issued by the Chief Commissioner, and a ""muafidar"" means the holder of such muafi;
(26) ""neg"" means-
(a) a levy in kind imposed on a tenant as-
(i) seri, sawai-batti or any other kind of levy made on the division of the produce of a holding, or
(ii) kasas (dishes) of food or sweetmeats given on the occasion of marriage or any other ceremony or the money equivalent thereof; or
(b) any other levy in kind over and above the rent payable by a tenant;
(27) ""order"" means the formal expression of a decision of any authority under this Act;
(28) ""parabund-barani"" means enclosed low lying land, the cultivation of which depends on the rainfall and the silt deposited thereon by the inflow of water from the catchment area;
(29) ""pay"", ""payable"" and ""payment"", when used with reference to rent, include ""deliver"", ""deliverable"" and ""delivery"";
(30) ""prescribed"" means prescribed by rules made under this Act;
(31) ""produce of a holding"" means a crop or any other produce of the land standing on the holding, or which has been grown on the holding and has been reaped or gathered, and is deposited on the holding or on a threshing floor;
(32) ""State"" means the State of Ajmer;
(33) ""rent"" means whatever is paid or payable in money or kind, or partly in money and partly in kind, by a tenant on account of the use or occupation of land held by him;
(34) ""registered"" means registered under any law for the time being in force for the registration of documents;
(35) ""revenue court"" means all or any of the following authorities when acting under this Act or any rule made thereunder, namely,-
(i) the Chief Commissioner,
(ii) the collector,
(iii) a record officer, an assistant record officer and a rent-rate officer,
(iv) a sub-divisional officer,
(v) an assistant commissioner,
(vi) a tahsildar,
(vii) a naib-tahsildar empowered by the collector under clause (b) of section 178, and
(viii) a person or a body of persons invested with powers to hear and dispose of cases under clause (a) or (b) of section 180;
(36) ""revenue"" means land revenue;
(37) ""sayar"" means whatever is payable by a lessee or licensee on account of the right of gathering produce, forest rights, fisheries or the use of water for irrigation from artificial sources; and includes a fee specified in the First Schedule;
(38) ""stable land"" means land which, because of facilities of irrigation, quality of the soil or other advantages, is capable of being regularly cultivated, and is demarcated as stable land by the rent-rate officer, or any other authority, appointed for the purpose, and, subject to the foregoing provisions, includes-
(i) land in the bed of a tank or nadi which dries up in time for the rabi sowing, and
(ii) mal, gormia or parabund-barani: Provided that, until such time as demarcation is made, the provisions regarding demarcation shall not be deemed to be a part of this clause;
Explanation.-A land which is capable of being regularly cultivated shall not cease to be so regarded if, in any year, it has been left fallow, or could not be cultivated on account of failure of rainfall or for any other reason;
(39) ""sub-tenant"" means a person who holds land from the tenant thereof, or from a rent-free grantee, or from a grantee at a favourable rate of rent, and by whom rent is, or, but for a contract express or implied, would be, payable;
(40) ""tenant"" means a person who holds land of another person and is, or, but for a contract express or implied, would be, liable to pay rent for such land to such other person and, except when a contrary intention appears, includes a sub-tenant, but does not include-
(a) a person to whom a tenancy holding is transferred otherwise than under the provisions of this Act,
(b) except as otherwise provided, a rent-free grantee, a grantee at a favourable rate of rent or a holder of village service grant, and
(c) a person to whom only the right to cut grass or to graze cattle is granted, whether with or without consideration; and
(41) ""year of settlement"" means, with reference to any area of the State, any year or period between November 1940 and June 1947 during which the record or settlement operations were in force in such area.","Simplified text: Definitions:
1. Possessors: Any words or terms used to describe someone who has a right, title, or interest, whether it's ownership or something else, includes their predecessors and successors.
2. Agricultural Year: The period starting from June 1st and ending on May 31st of the following year.
3. Agriculturist: Someone who primarily makes a living by:
   a. Farming the land themselves, or through workers, or hired labor, or
   b. Working as a skilled laborer or field laborer in agriculture, paid in cash or kind, and includes:
      i. A landlord owning stable land of up to 120 acres.
      ii. A tenant who sublets their land following the rules of this law.
   Note: An agriculturist remains one even if temporarily not working in agriculture without intending to switch professions or in situations like old age, illness, military service, or imprisonment.
4. Assistant Commissioner: This term includes an additional assistant commissioner and an extra assistant commissioner.
5. Batai: Dividing the harvested crops on the threshing floor.
6. Bighori: Money rent per bigha of land.
7. Biswadar: Refers to:
   a. A person recorded as a plot-proprietor in the 1874 settlement khewat and continuously recorded as such since then, or would have been except for an error.
   b. Any member of the ownership group who acquires land under the Ajmer Land and Revenue Regulation, 1877, or
   c. Someone becoming a biswadar according to this Act, including a person granted the occupation of land with hereditary rights under specific conditions like developing the land permanently, recorded as plot proprietor in the khewat.
8. Cess: A declared fee payable under specific circumstances.
9. Collector: The appointed authority to enforce this Act, including an additional collector.
10. Confirming Court: A court confirming decrees or orders in accordance with this Act.
11. Decree: A formal order specified as a decree.
12. Holding: A piece of land under one lease or tenure, including a well in certain cases.
13. Improvement: Regarding a tenant's holding, includes various enhancements to the land.
14. Istimrari Estate: An estate with a granted istimrari sanad.
15. Istimrardar: The owner of the granted istimrari estate or their successor.
16. Jagirdar: A person assigned the revenue of land under a sanad.
17. Khudkasht: Land cultivated by a proprietor themselves.
18. Kuta: Levies imposed on tenants and excludes certain specified fees or rates.
19. Land: Land used for agriculture or garden produce, excluding land occupied by a building.
20. Landholder: Someone to whom rent is payable.
21. Landlord: The village proprietor or a similar holder.
   Note: Includes mortgagees, lessees of rights, and collectors in specific situations.
22. Lease: Includes the lease agreement.
23. Legal Practitioner: Enrolled advocate or pleader.
24. Minor: Person under the Indian Majority Act not of legal age.
25. Muafi: Land held revenue-free under a specific grant.
26. Neg: Levies on tenants in kind or other forms.
27. Order: Formal decision expressed under this Act.
28. Parabund-Barani: Low-lying land dependent on rainfall and water inflow.
29. Pay: Refers to rent payments.
30. Prescribed: Actions or rules set forth under this Act.
31. Produce of a Holding: Crops or produce grown on a holding.
32. State: Ajmer State.
33. Rent: Payment made by tenants for land use.
34. Registered: Officially documented under registration laws.
35. Revenue Court: Authorities acting under this Act.
36. Revenue: Land revenue.
37. Sayar: Payments for various rights including gathering produce.
38. Stable Land: Cultivable lands with irrigation advantages.
39. Sub-tenant: Who holds land from a tenant.
40. Tenant: Someone who holds land and is liable to pay rent.
   Exclusions: Transfer of tenancy, rent-free grants, and grazing rights.
41. Year of Settlement: Period during settlement operations in a specific area."
"SECTION 6 of Ajmer Tenancy and Land Records Act, 1950
Chapter II
Primary Rights
6. Primary rights of tenant.-
A tenant, other than a sub-tenant, shall have a right-
(i) subject, in the case of clause (a), or (b), to the provisions of the First Schedule and to the payment of fee, if any, specified therein-
(a) to possess, in the village in which his holding is situated, a site on which he may build one residential house for himself and his family and, when necessary, to repair and rebuild it, to sell the materials of such house and, with the written consent of the landlord, to transfer the right of residence therein to any tenant of such village;
Explanation.-In this clause 'residential house' shall include a cattleshed, and a store-house for stocking fodder, manure and agricultural implements.
(b) to use the waste-land of the village for grazing and, pasturing his cattle and other domestic animals and for threshing corn;
(ii) when rent is paid by batai or bighori, to allow only prescribed weights and measures to be used for determining such rent; and
(iii) where in any area bighori is charged at customary rate, to grow cotton at such rate on not more than one-fourth of the irrigable area of his holding.","Simplified text: Tenant's Rights:
A tenant (excluding sub-tenants) has the following rights:
1. Possession:
   - To have a site in the village where their land is located for building a residential house for themselves and their family. They can also repair, rebuild, sell materials from the house, and with the landlord's written permission, transfer the right to live there to another tenant in the village.
   - Note: 'Residential house' includes a cattleshed and a storehouse for storing fodder, manure, and farming tools.
2. Use of Land:
   - To use village waste-land for grazing their animals and for threshing corn.
3. Rent Payment:
   - If rent is paid in a specific way (batai or bighori), only specified weights and measures can be used to determine the rent amount.
4. Cotton Farming:
   - In areas where bighori is charged traditionally, the tenant can grow cotton on a portion of their land up to a specified limit.

By simplifying the legal text, we have made it easier to understand the rights of the tenant under the Ajmer Tenancy and Land Records Act, 1950."
"SECTION 8 of Ajmer Tenancy and Land Records Act, 1950
8. Prohibition against deprivation of certain rights.-
(1) Notwithstanding any custom or contract to the contrary, every lease or agreement between a land-holder and a tenant, whether made before or after the commencement of this Act, which purports, or would operate, to prohibit or restrict a tenant from acquiring, exercising or enforcing any right conferred on, or secured to, him by this Act, shall be void to the extent of such prohibition or restriction.
(2) When land, not previously cultivated, has been reclaimed by, or at the expense of, the landholder and let to a tenant, or has been let to a tenant in order that it should be reclaimed by him or at his expense, then for a period of twelve years after such land was let, nothing in sub-section (1) shall be construed as affecting any condition of a contract which relates to payment of rent or to enhancement, abatement or variation of rent of such land, or which provides that, during any period for which such land is to be held free of rent or on favourable terms, the tenant is liable to ejectment for breach of any such condition.
Explanation.-When land has remained uncultivated for a period of five years, it shall, for the purposes of sub-section (2), be deemed to be land not previously cultivated.","Simplified text: Protection of Rights: No lease or agreement between a landowner and a tenant can prevent the tenant from exercising their rights granted by this law, even if such terms are mentioned in the agreement. 
Newly Cultivated Land: If the land, previously uncultivated, is brought into use and rented to a tenant by the landowner, certain conditions related to rent payment or changes in rent terms for the next twelve years will still be applicable. If the land has not been cultivated for five years, it will be considered as newly cultivated land."
"SECTION 9 of Ajmer Tenancy and Land Records Act, 1950
9. Certain rights of landlord.-
Subject, in case of clause (iii), to the conditions of an istimrari sanad and to the provisions of any law for the time being in force, a landlord shall have a right-
(i) where in any area bighori is charged at customary rate and cotton is grown on more than one-fourth of the irrigable area of the holding of a tenant, to charge rent on the land in excess of the one-fourth area on which cotton is grown at a rate specified in the second proviso to section 64;
(ii) at all reasonable times, to enter, or depute his servant, agent or surveyor to enter, upon any land comprised in his estate for the purpose of surveying and measuring such land or for any other lawful purpose; and
(iii) if he has a proprietary interest in an istimrari estate, to open of work a mine or grant a lease for the purpose, or to undertake, or to issue a licence to any other person to undertake, prospecting work for discovering new sources of supply of minerals.","Simplified text: Landlord Rights: According to Section 9 of the Ajmer Tenancy and Land Records Act, 1950: 
A landlord is entitled to the following rights:
1. If bighori area is cultivated with cotton on more than one-fourth of the land rented by a tenant, the landlord can charge rent for the excess land at a specified rate.
2. The landlord, or someone authorized by them, can access the rented land for surveying, measuring, or other lawful purposes at reasonable times.
3. If the landlord has ownership in an istimrari estate, they can mine or lease the land for mining purposes, or allow others to prospect for new mineral sources."
"SECTION 16 of Ajmer Tenancy and Land Records Act, 1950
16. Collector's powers to let to tenants.-
If the collector is satisfied that the landlord of an estate or village, without good reason, keeps large areas of his niji jot and other culturable land uncultivated, or that an emergency has arisen for bringing under cultivation land which has not been previously cultivated or, if previously cultivated, has remained uncultivated for more than three years, he may,
(i) with the previous sanction of the Chief Commissioner, take possession of such land, and
(ii) notwithstanding anything to the contrary contained in this Act, allot it for cultivation on such terms and conditions as may be prescribed, and
the person to whom the land is so allotted shall, unless he is the landlord at such land, be deemed to have been admitted as tenant within the meaning of clause (b) of section 22: Provided that, while giving his sanction under clause (i), the Chief Commissioner may exempt from its operation any land which is used as pasture land or threshing-floor, or for some other purpose for the benefit of the public.","Simplified text: Collector's Powers to Lease Land:
If the collector believes that a landlord is keeping large areas of cultivable land unused without good reason, or if there is an urgent need to cultivate previously uncultivated land (or land left uncultivated for over three years), the collector can:
Take over the land with approval from the Chief Commissioner.
Allocate the land for cultivation under certain conditions specified.
The person receiving the land allocation will be considered a new tenant, unless they are already the landowner. Additionally, the Chief Commissioner can exempt certain lands used for public benefits from this process while giving approval."
"SECTION 20 of Ajmer Tenancy and Land Records Act, 1950
20. Acquisition of exproprietary rights.-
(1) If the whole of the interest of a sole proprietor of a village or of a specific area thereof is transferred, either by foreclosure or sale in execution of a decree or order of a civil or revenue court, or by voluntary alienation, otherwise than (a) by gift or (b) by exchange of specific areas between co-sharers of the village, he shall become anexproprietary tenant of the whole of his khudkasht in such village or area which he has cultivated continuously for three years or more at the date of such transfer, and shall be entitled to hold the same at a rate payable by an exproprietary tenant under sections 63 and 64.
(2) If a part only of the interest of a sole proprietor of a village or of a specific area thereof is so transferred, or where there are two or more co-sharers in the proprietary interest of a village or of specific area thereof, and such transfer relates to the whole or part of the proprietary interest of some of them, exproprietary rights shall accrue in so much of khudkasht so cultivated as appertains or corresponds to the part of the interest so transferred and, unless by mutual agreement the transferor and the transferee have demarcated the area in which exproprietary rights have accrued, and fixed the rent, not higher than the rent specified in sections 63 and 64, the sub-divisional officer shall, in the course of mutation proceedings or, if more convenient, in a separate proceeding, started on his own motion, or on the application of the exproprietary tenant or the landlord, or on the report of the patwari, demarcate such area and declare the rent in accordance with the provisions of sub-section (1).
(3) A mortgage shall be deemed to be a voluntary alienation within the meaning of sub-section (1), if it has the effect of transferring proprietary possession of the land mortgaged from the mortgagor to the mortgagee but not otherwise.
(4) Notwithstanding anything in sub-section (1), (2) or (3), exproprietary rights shall not accrue in grove-land, or in land transferred for any purpose inconsistent with the existence of a right of cultivation therein.
(5) After disposing of the case for demarcation of the exproprietary area and declaration of rent thereon under sub-section (2), the sub-divisional officer shall submit the record of the case for confirmation of the order passed by him to the collector.","**Section 20 Simplified: Acquisition of Tenant Rights**

**When Exproprietary Rights are Acquired:**
If a sole owner's entire interest in a village or specific area is transferred due to a court order, sale, or other legal process, except for specific situations like gifts or exchanges between co-owners, they become an exproprietary tenant of the land they have been farming continuously for at least three years. They are then entitled to hold that land at a rent rate defined for exproprietary tenants as per the relevant sections.

**Partial Transfers and Multiple Owners:**
If only part of a sole owner's interest is transferred, or if there are multiple co-owners and some of their interests are transferred, exproprietary rights apply to the cultivated land that corresponds to the transferred interest. If the parties do not agree on the specific area or rent, the responsible officer will determine this during mutation proceedings or a separate process.

**Mortgages and Exproprietary Rights:**
A mortgage is considered a voluntary transfer if it results in the mortgagee gaining control of the mortgaged land. Exproprietary rights do not apply to grove-land or land used for incompatible purposes.

**Finalizing Exproprietary Rights:**
Once the demarcation and rent determination are completed, the officer in charge will submit the case record for confirmation to the collector."
"SECTION 22 of Ajmer Tenancy and Land Records Act, 1950
22. Hereditary tenants.-
Subject to the provisions of section 23, every person who-
(a) is, at the commencement of this Act, a tenant of land, not being an exproprietary tenant, an occupancy tenant or a sub-tenant, or
(b) is, after the commencement of this Act, admitted as a tenant otherwise than as a sub-tenant, or otherwise than as a tenant to whom niji jot is let in accordance with the provisions of section 14, or
(c) under the provisions of this Act, acquires hereditary rights, shall be called a hereditary tenant.
Explanation.-For the purposes of this section, the word ""sub-tenant"" shall not include a person who holds land from a relation, dependant or servant of the landholder or, in an estate mentioned in the Second Schedule, from a transferee of an interest in a holding or part thereof, whether the transfer was made before or after the commencement of this Act, unless such relation, dependant, servant or transferee proves to the satisfaction of the court that he is a genuine tenant of such land or such holding or part thereof.","Simplified text: Hereditary Tenants under Ajmer Tenancy and Land Records Act, 1950

Definition: A hereditary tenant is a person who meets any of the following criteria:
- He is a tenant of land at the commencement of this Act, excluding exproprietary tenants, occupancy tenants, or sub-tenants.
- He is admitted as a tenant after the Act starts, except as a sub-tenant or a tenant under section 14 provisions.
- He gains hereditary rights as per this Act.

Explanation: A sub-tenant does not include someone who leases land from a relative, dependent, or the landholder's employee. This exception also applies to estates specified in the Second Schedule, where the land is leased from a transferee who acquired an interest in the property, unless the transferee proves to the court that he is a legitimate tenant of the land or part thereof."
"SECTION 23 of Ajmer Tenancy and Land Records Act, 1950
23. Land in which hereditary rights shall not accrue.-
Notwithstanding anything in this Act, hereditary rights shall not accrue in-
(i) unstable land, or
(ii) grove-land, pasture-land, bir, or land, covered by water, used for the purpose of growing singhara or other produce, or
(iii) land used for casual or occasional cultivation in the bed of a river or a stream, or
(iv) land acquired or held for a public purpose or for a work of public utility, or
(v) the khudkasht of a landlord who is serving in the military, naval or air forces of India, so long as he remains in such service and for two years after the cessation of such service: Provided that where there are several co-sharers in such khudkasht and not all of them are in such service, the provisions of this clause shall apply only when the co-sharers who are not in such service belong to one or more of the following classes, namely, females, minors, lunatics, idiots or persons incapable of cultivating by reason of blindness or physical infirmity, or confinement in prison.","Simplified text: Land Rights Exclusions:
This law specifies that certain types of land do not grant hereditary rights to individuals, as listed below:
Unstable land
Grove-land, pasture-land, or land covered by water for specific agricultural purposes
Land used for occasional cultivation in riverbeds or streams
Land designated for public use or utility projects
Land farmed by a landlord serving in India's military, naval, or air forces, along with two years after their service ends. 
Exceptions apply if co-landowners not in military service are specific individuals like females, minors, persons with disabilities, or those unable to cultivate due to imprisonment, blindness, or physical issues."
"SECTION 27 of Ajmer Tenancy and Land Records Act, 1950
27. Right to sub-let.-
(1) Subject to the provisions of section 26 and sub-sections (2) to (4) of this section, a tenant may sub-let the whole or any portion of his holding.
(2) No occupancy, exproprietary or hereditary tenant shall sub-let the whole or any portion of his holding-
(a) to a person other than an agriculturist, or
(b) for a term exceeding three years: Provided that a period of not less than three years shall intervene between the expiry of one sub-lease and the beginning of the next sub-lease.
(3) No non-occupancy tenant, other than a sub-tenant, shall sub-let the whole or any portion of his holding for a term exceeding one year.
(4) The rent payable by a sub-tenant to an occupancy, an exproprietary, a hereditary or a non-occupancy tenant shall be an amount not exceeding one and one-fifth of rent payable by such tenant to his land-holder: Provided that the restrictions imposed by clause (b) of sub-section (2) on sub-letting of a holding or portion thereof shall not apply when the lessor is a female, a minor, a lunatic, an idiot, or a person incpabale of cultivating by reason of blindness, or any physical infirmity, or service in the military, naval or air forces of India, or confinement in prison: Provided further that, in the case of a holding held jointly by more persona than one, the provisions of the first proviso shall not apply unless all such persons belong to one or more of the categories specified therein.","Simplified text: Tenant Sub-letting Rights:
1. A tenant can sublet their entire holding or a part of it, as long as it complies with the conditions in Section 26 and subsections (2) to (4) of this section.
2. Different rules apply for occupancy, exproprietary, hereditary, and non-occupancy tenants:
   - They can't sublet to non-agriculturists or for more than three years.
   - Non-occupancy tenants (except sub-tenants) can't sublet for more than one year.
   - The sub-tenant's rent should not exceed one and one-fifth times the rent paid by the tenant to their landlord, except in certain cases like when the landlord is a woman, a minor, mentally incapacitated, physically disabled, serving in the military, or imprisoned.

(Note: Please ensure to review the specific legal requirements and consult with a legal professional for accurate interpretation and advice pertaining to the Ajmer Tenancy and Land Records Act, 1950.)"
"SECTION 28 of Ajmer Tenancy and Land Records Act, 1950
Extinction of tenancies
28. Tenancy, when extinguished.-
The interest of a tenant in his holding or part thereof, as the case may be, shall be extinguished-
(a) when he dies, leaving no heir entitled to inherit; or
(b) when his ejectment is ordered; or
(c) subject to the provisions of sections 57 and 58, when he surrenders or abandons the holding; or
(d) when his land is acquired under the Land Acquisition Act, 1894 (1 of 1894); or
(e) when he is deprived of possession of his holding otherwise than in accordance with the provisions of this Act and has not applied for recovery of possession within the period of limitation specified in section 102 or 104, as the case may be; or
(f) when the mortgage referred to in section 21 has been redeemed by the mortgagor as provided in that section; or
(g) when he acquires, or succeeds to, the entire proprietary right in his holding, or where the holder of the entire proprietary right over a holding inherits or otherwise acquires the tenancy rights in such holding: Provided that no order of ejectment which is submitted for confirmation under the provisions of this Act shall extinguish the tenancy, until such order has become final.","Simplified text: 

When Tenancy Ends: A tenant's right to their land will end under the following circumstances:
- When they pass away without any heir to inherit.
- When they are legally ordered to leave the property.
- If they willingly give up or leave the property.
- If the government takes over their land under certain laws.
- When they are removed from the property without following the rules outlined in this Act and do not try to reclaim it within a specific timeframe.
- When a mortgage on the property is fully paid off by the borrower.
- If they become the full owner of the property or inherit the complete ownership rights. Note that an order to leave given by the authorities will not end the tenancy until it is finalized following the rules of this Act."
"SECTION 36 of Ajmer Tenancy and Land Records Act, 1950
36. Exchange of land for consolidation of cultivated area.-
(1) A person, who wishes to consolidate the area which he cultivates, may apply to lie sub-divisional officer to exchange the whole or any portion of such area for land cultivated by another person.
(2) If, on receipt of an application under sub-section (2), the sub-divisional officer is satisfied that reasonable grounds exist, he shall grant such application, either in whole or in part, and shall allot to such other person land which is cultivated by the applicant and which is approximately equal in value to, and of the same quality as, the land received by the applicant: Provided that, to such extent as any land to be exchanged is not approximately equal in value and of the same quality, the sub-divisional officer shall award monetary compensation to balance the advantages and disadvantages, collect such compensation as arrears of revenue, and pay it to the persons entitled.
(3) After the order passed under sub-section (2) is complied with, each person shall have, in respect of the land which he receives in exchange, the same right as he had in the land which he gives in exchange.
(4) No order of exchange shall be passed under this section-
(a) in respect of land which is cultivated by a non-occupancy tenant, or is burdened with any lease, mortgage or other encumbrance; or
(b) between persons who are not landlords, or tenants of the same landlord, or who do not stand to one another in the relation of landlord and tenant.
(5) After deciding the case, the sub-divisional officer shall submit the record for confirmation of the order passed by him to the collector: Provided that, if any area is under record operations, all applications under this section relating to such area shall be filed in the court of the record officer.
(6) If the application is decided by the record officer, the record shall be submitted for confirmation of the order passed by him to the Chief Commissioner.","Simplified text: Land Exchange for Consolidation:
A person can apply to the sub-divisional officer to exchange their cultivated land with someone else's land for the purpose of consolidating their cultivated area.
The officer can grant the exchange if there are valid reasons, ensuring that the exchanged land is of similar value and quality. If not equal, the officer will provide monetary compensation to balance the exchange.
After the exchange is completed, each person will have the same rights on the new land as they had on the old land.
Certain conditions apply for land exchange, such as not applying to land with a tenant or encumbrance, and only between landlords and tenants related to the same landlord.
The officer will submit the exchange order for confirmation to the collector or record officer, depending on the location of the land.
If the application is decided by the record officer, the order will be confirmed by the Chief Commissioner."
