legal_text,simplified_text
"SECTION 489 of Delhi Municipal Council Act, 1957
489. Dissolution of the Corporation.
(1) If, in the opinion of the Central Government, the Corporation persistently makes default in the performance of the duties imposed on it by or under this Act or exceeds or abuses its powers, the Central Government may by an order published, together with a statement of reasons therefor, in the Official Gazette, dissolve the Corporation:
Provided that the Corporation shall be given a reasonable opportunity of being heard before its dissolution.
(2) When the Corporation is dissolved by an order under sub-section (1),
(a) all councillors shall, on the date of the dissolution, vacate their office as such councillors and the persons referred to in clause (b) of subsection (3) of section 3 shall cease to be represented in the Corporation;
(b) during the period of dissolution of the Corporation, all powers and duties conferred and imposed upon the Corporation by or under this Act or any other law, shall be exercised and performed by such officer or authority as the Central Government may appoint in that behalf;
(c) all property vested in the Corporation shall, until it is re-constituted, vest in the Central Government.
(3) An election to constitute the Corporation shall be completed before the expiration of a period of six months from the date of its dissolution.
(4) An order of dissolution made under this section together with a statement of the reasons therefor shall be laid before each House of Parliament and the Legislative Assembly of the National Capital Territory of Delhi as soon as may be, after it has been made.]","Step 1 - Identify key points:
- The Central Government can dissolve the Corporation if it consistently fails in its duties or misuses its powers.
- The Corporation must be given a chance to be heard before dissolution.
- Upon dissolution, councillors vacate their office, powers and duties are transferred to an appointed authority, and Corporation's property goes to the Central Government.
- A new Corporation must be elected within six months of dissolution.
- The dissolution order and reasons must be presented to Parliament and the Legislative Assembly.

Step 2 - Simplify complex legal terms:
- ""persistently makes default"" → ""repeatedly fails""
- ""exceeds or abuses its powers"" → ""misuses its powers""
- ""an order published, together with a statement of reasons therefor, in the Official Gazette"" → ""an order with reasons published in the Official Gazette""
- ""re-constituted"" → ""re-established""
- ""each House of Parliament and the Legislative Assembly"" → ""Parliament and the Legislative Assembly""

Step 3 - Final Simplified Version:
The Central Government can dissolve the Corporation if it repeatedly fails in its duties or misuses its powers. Before dissolution, the Corporation must have a chance to defend itself. Once dissolved, councillors vacate their positions, powers and duties transfer to an appointed authority, and the Corporation's property goes to the Central Government. A new Corporation must be elected within six months. The order of dissolution and reasons must be presented to Parliament and the Legislative Assembly."
"SECTION 42 of Bihar Reorganisation Act, 2000
42. Land and goods.-
(1) Subject to other provisions of this Part, all land and all stores, articles and other goods belonging to the existing State of Bihar shall,-
(a) if within the transferred territory, pass to the State of Jharkhand; or
(b) in any other case, remain the property of the State of Bihar:
Provided that where the Central Government is of opinion that any goods or class of goods should be distributed between the States of Bihar and Jharkhand, otherwise that according to the situation of the goods, the Central Government may issue such directions as it thinks fit for a just and equitable distribution of the goods and the goods shall pass to the successor States accordingly.
(2) Stores held for specific purposes, such as use or utilisation in particular institutions, workshops or undertakings or on particular works under construction, shall pass to the successor States in whose territories such institutions, workshops, undertakings or works are located.
(3) Stores relating to the Secretariat and offices of Heads of Departments having jurisdiction over the whole of the existing State of Bihar shall be divided as may be agreed upon between the successor States, or in default of such agreement, as the Central Government may by order direct for a just and equitable distribution of such stores.
(4) Any other unissued stores of any class in the existing State of Bihar shall be divided between the successor States in proportion to the total stores of that class purchased in the period of three years prior to the appointed day, for the territories of the existing State of Bihar included respectively in each of the successor States:
Provided that where such proportion cannot be ascertained in respect of any class of stores or where the value of any class of such stores does not exceed rupees ten thousand, that class of stores shall be divided between the successor States according to the population ratio.
(5) In this section, the expression -land"" includes immovable property of every kind and any rights in or over such property, and the expression -goods"" does not include coins, bank notes and currency notes.","Simplified text:
Land and Goods Division:
- Land, stores, items, and goods owned by the current Bihar state will be handled as follows:
  - If they are in the transferred territory, they go to Jharkhand.
  - If not, they remain Bihar's property.
- The Central Government can decide on the fair distribution of goods between Bihar and Jharkhand.
- Specific-purpose stores, like those for certain institutions or works, go to the state where they are located.
- Secretariat and department office stores will be divided as agreed by the states or directed by the Central Government if there is no agreement.
- Any remaining stores in Bihar will be divided based on past purchases or population ratio if needed.
- ""Land"" refers to all property, while ""goods"" exclude coins and notes."
"Public Law 118-24
118th Congress

                                 An Act


 
 To exempt for an additional 4-year period, from the application of the 
 means-test presumption of abuse under chapter 7, qualifying members of 
  reserve components of the Armed Forces and members of the Nation al 
  Guard who, after September 11, 2001, are called to active duty or to 
        perform a homeland defense activity for not less than 90 
              days. <<NOTE: Dec. 19, 2023 -  [H.R. 3315]>> 

    Be it enacted by the Senate and House of Representatives of the 
United States of America in Congress assembled, <<NOTE: National Guard 
and Reservists Debt Relief Extension Act of 2023.>> 
SECTION 1. <<NOTE: 11 USC 101 note.>>  SHORT TITLE.

    This Act may be cited as the ``National Guard and Reservists Debt 
Relief Extension Act of 2023''.
SEC. 2. NATIONAL GUARD AND RESERVISTS DEBT RELIEF AMENDMENT.

    Section 4(b) of the National Guard and Reservists Debt Relief Act of 
2008 (Public Law 110-438; 122 Stat. 5000) <<NOTE: 11 USC 707 note.>>  is 
amended by striking ``15-year'' and inserting ``19-year''.

    Approved December 19, 2023.
","Simplified text:
Title: National Guard and Reservists Debt Relief Extension Act of 2023

Section 1: This law may be referred to as the ""National Guard and Reservists Debt Relief Extension Act of 2023.""

Section 2: Amendment to National Guard and Reservists Debt Relief Act of 2008

This amendment changes the time period for exemption from the means-test presumption of abuse under chapter 7 for members of the reserve components of the Armed Forces and members of the National Guard. They are now exempt for an additional 4-year period, increasing the original 15-year exemption to 19 years. This amendment was approved on December 19, 2023 by the U.S. Congress."
"(1) No Court shall take cognizance—
(a) (i) of any offence punishable under sections 204 to 224 (both inclusive but
excluding section 207) of the Bhartiya Nyaya Sanhita, 2023, or
(ii) of any abetment of, or attempt to commit, such offence, or
(iii) of any criminal conspiracy to commit such offence,
except on the complaint in writing of the public servant concerned or of some other public
servant to whom he is administratively subordinate or of some other public servant who is
authorised by the concerned public servant so to do;
(b) (i) of any offence punishable under any of the following sections of the
Bhartiya Nyaya Sanhita, 2023, namely, sections 227 to 231 (both inclusive), 234, 235,
240 to 246 (both inclusive) and 265, when such offence is alleged to have been
committed in, or in relation to, any proceeding in any Court; or
(ii) of any offence described in section 334, or punishable under section 337,
section 340 or section 341 of the said Sanhita, when such offence is alleged to have
been committed in respect of a document produced or given in evidence in a proceeding
in any Court; or
(iii) of any criminal conspiracy to commit, or attempt to commit, or the abetment
of, any offence specified in sub-clause (i) or sub-clause (ii),
except on the complaint in writing of that Court or by such officer of the Court as that Court
may authorise in writing in this behalf, or of some other Court to which that Court is
subordinate.
(2) Where a complaint has been made by a public servant or by some other public
servant who has been authorised to do so by him under clause (a) of sub-section (1), any
authority to which he is administratively subordinate or who has authorised such public
servant may order the withdrawal of the complaint and send a copy of such order to the
Court; and upon its receipt by the Court, no further proceedings shall be taken on the
complaint:
Provided that no such withdrawal shall be ordered if the trial in the Court of first
instance has been concluded.
(3) In clause (b) of sub-section (1), the term ""Court"" means a Civil, Revenue or
Criminal Court, and includes a tribunal constituted by or under a Central, Provincial or State
Act if declared by that Act to be a Court for the purposes of this section.
(4) For the purposes of clause (b) of sub-section (1), a Court shall be deemed to be
subordinate to the Court to which appeals ordinarily lie from the appealable decrees or
sentences of such former Court, or in the case of a Civil Court from whose decrees no appeal
ordinarily lies, to the Principal Court having ordinary original civil jurisdiction within whose
local jurisdiction such Civil Court is situate:
Provided that—
(a) where appeals lie to more than one Court, the Appellate Court of inferior
jurisdiction shall be the Court to which such Court shall be deemed to be subordinate;
(b) where appeals lie to a Civil and also to a Revenue Court, such Court shall be
deemed to be subordinate to the Civil or Revenue Court according to the nature of the
case or proceeding in connection with which the offence is alleged to have been
committed.","1) Courts cannot take action against certain offenses or related activities unless a complaint is made in writing by a specific public servant or other authorized public servant. This applies to offenses related to the Bhartiya Nyaya Sanhita, 2023, and also to offenses that occur in connection with court proceedings or documents used in court. 

2) If a complaint has been made by a public servant, that complaint can be withdrawn by an authority to which the public servant is subordinate, and then no further legal action can be taken on that complaint. However, this can only happen if the trial in the Court of first instance has not been concluded.

3) The term ""Court"" refers to Civil, Revenue, or Criminal Courts, as well as tribunals established by Central, Provincial, or State Acts that have been declared to be Courts for the purposes of this section.

4) For the purposes of this section, a Court is considered subordinate to the Court to which appeals are typically made from its decisions. If appeals are made to more than one Court, the Court of inferior jurisdiction is deemed to be the subordinate Court. If appeals are made to both a Civil and Revenue Court, the Court is deemed to be subordinate to the Civil or Revenue Court depending on the nature of the case."
"Public Law 117-298
117th Congress

                                 An Act


 
To designate the facility of the United States Postal Service located at 
1400 N Kraemer Blvd. in Placentia, California, as the ``PFC Jang Ho Kim 
     Post Office Building''. <<NOTE: Dec. 27, 2022 -  [H.R. 6630]>> 

    Be it enacted by the Senate and House of Representatives of the 
United States of America in Congress assembled,
SECTION 1. PFC JANG HO KIM POST OFFICE BUILDING.

    (a) Designation.--The facility of the United States Postal Service 
located at 2400 N Kraemer Blvd. in Placentia, California, shall be known 
and designated as the ``PFC Jang Ho Kim Post Office Building''.
    (b) References.--Any reference in a law, map, regulation, document, 
paper, or other record of the United States to the facility referred to 
in subsection (a) shall be deemed to be a reference to the ``PFC Jang Ho 
Kim Post Office Building''.","Simplified text:
This law designates the United States Postal Service facility at 1400 N Kraemer Blvd. in Placentia, California, as the ""PFC Jang Ho Kim Post Office Building."" It means that this facility will now be officially known by that name. Any document or record that mentions the old facility name will now be understood to be referring to the ""PFC Jang Ho Kim Post Office Building."""
"strategy for collaboration in exercise of victim support functions
(1)For the purposes of section 13, the relevant authorities for a police area in England must together—
(a)prepare a strategy for the exercise in the area of their functions in relation to relevant victim support services,
(b)set out in the strategy how they consider they are fulfilling, or intend to fulfil, the duty under section 13, and
(c)implement the strategy.
(2)In preparing the strategy, the relevant authorities must—
(a)make reasonable efforts to obtain the views of victims in the police area,
(b)consult persons appearing to the relevant authorities to represent persons providing relevant victim support services in the police area, and
(c)consult such other persons as the relevant authorities consider appropriate.
(3)In preparing the strategy, the relevant authorities must—
(a)assess the needs of victims in the police area for relevant victim support services,
(b)assess whether and how those needs are being met by the services which are available (whether or not provided by the relevant authorities), and
(c)have regard to those assessments.
(4)When making an assessment under subsection (3), the relevant authorities must have regard to the particular needs of victims who are under the age of 18 or who have protected characteristics within the meaning of the Equality Act 2010.
(5)Once the strategy has been prepared the relevant authorities must—
(a)publish the strategy,
(b)keep the strategy under review, and
(c)from time to time prepare a revised strategy.
(6)Subsections (1) to(5) apply to a revised strategy as they apply to the original strategy.
(7)In this section, “relevant authority” and “relevant victim support service” have the meanings given by section 13.","Collaboration Strategy for Victim Support Functions:
1. Strategy Preparation: The authorities responsible for a police area in England must work together to create a strategy for providing support services to victims in the area and explain how they plan to fulfill their duty under section 13. They must also put the strategy into action.

2. Involvement of Victims and Support Service Providers: When creating the strategy, the authorities must make reasonable efforts to hear from victims in the area, consult with representatives of organizations providing victim support services, and seek input from other relevant individuals.

3. Needs Assessment: The authorities must assess the needs of victims in the area for support services, evaluate whether these needs are being met by the available services, and take these assessments into consideration.

4. Consideration of Specific Needs: The authorities must also consider the specific needs of victims who are under the age of 18 or have protected characteristics under the Equality Act 2010 when conducting their assessments.

5. Strategy Publication and Review: Once the strategy is prepared, the authorities must publish it, regularly review it, and update it as needed.

6. Revised Strategy: The rules for preparing the original strategy apply to any revised strategies.

7. Definitions: ""Relevant authority"" and ""relevant victim support service"" have specific meanings as defined by section 13."
"SECTION 14 of Bengal Chemical and Pharmaceutical Works Ltd. (Acquisition and Transfer of Undertakings) Act, 1980
Chapter V
Provisions Relating to The Employees of The Company
14. Employment of certain employees to continue.-
(1) Every person who has been, immediately before the appointed day, employed in any of the undertakings of the Company shall become,-
(a) on and from the appointed day, an employee of the Central Government; and
(b) where the undertakings of the Company are directed, under sub-section (1) of section 6, to vest in an existing Government company, or are transferred by virtue of the provisions of section 7, to a new Government company, an employee of such Government company on and from the date of such vesting or transfer, and shall hold officer or service under the Central Government or the existing, or new, Government company, as the case may be, with the same rights and privileges as to pension, gratuity and other matters as would have been admissible to him if there had been no such vesting or transfer and shall continue to do so unless and until his employment under the Central Government or the existing, or new, Government company, as the case may be, is duly terminated or until his remuneration and other conditions of service are duly altered by the Central Government or the existing, or new, Government company, as the case may be.
(2) Notwithstanding anything contained in the Industrial Disputes Act, 1947 ( 14 of 1947), or in any other law for the time being in force, the transfer of the services of any officer or other person employed in the undertakings of the Company to the Central Government or the existing, or new, Government company, as the case may be, shall not entitle such officer or other employee to any compensation under this Act or under any other law for the time being in force and no such claim shall be entertained by any court, tribunal or other authority.","Simplified text: 
Continued Employment for Company Employees:

1. All employees currently working for the company will automatically become employees of the Central Government or a Government company when specified. They will have the same employment rights and benefits, such as pension and gratuity, as they would have had if there were no changes. Their employment will continue until it is properly ended by the relevant authority.

2. Regardless of other laws, employees transferred to the Central Government or a Government company are not entitled to additional compensation under this Act or any other law. Claims for such compensation will not be considered by any legal authority."
"SECTION 96 of Cantonments Act, 2006
96. Conditions of right to appeal.
No appeal shall be heard or determined under this Chapter unless
(a) the appeal is, in the case of a tax assessed on the annual rateable value of buildings or lands or both, brought within thirty days next after the date of the authentication of the assessment list under section 77 (exclusive of the time required for obtaining a copy of the relevant entries therein), or, as the case may be, within thirty days of the date on which an amendment is finally made under section 79 and in the case of any other tax, within thirty days next after the date of the receipt of the notice of assessment or of alteration of assessment or, if no notice has been given, within thirty days next after the date of the presentation of the first bill in respect thereof:
Provided that an appeal may be admitted after the expiration of the period prescribed there for by this section if the appellant satisfies the District Court before whom the appeal is preferred that he had sufficient cause for not preferring it within that period;
(b) the amount including the assessed tax or duty, if any, in dispute in the appeal shall be deposited by the appellant every year on or before the due date in the office of the Board till the appeal is decided by the District Court.","Section 96 of Cantonments Act, 2006 outlines the conditions that must be met to file an appeal.
Time Limit: An appeal must be filed within thirty days from the authentication of the assessment list or the notice of assessment, alteration of assessment, or receipt of the first bill for the tax.
Extension of Time: An appeal may be accepted after the thirty-day period if the appellant provides a valid reason to the District Court.
Deposit Requirement: The appellant must deposit the disputed amount, including the assessed tax or duty, annually by the due date at the Board's office until the appeal is resolved by the District Court."
"SECTION 6 of Code on Wages, 2019
The Code on Wages, 2019
6. Fixation of minimum wages.-
(1) Subject to the provisions of section 9, the appropriate Government shall fix the minimum rate of wages payable to employees in accordance with the provisions of section 8.
(2) For the purposes of sub-section (1), the appropriate Government shall fix a minimum rate of wages-
(a) for time work; or
(b) for piece work.
(3) Where employees are employed on piece work, for the purpose of sub-section (1), the appropriate Government shall fix a minimum rate of wages for securing such employees a minimum rate of wages on a time work basis.
(4) The minimum rate of wages on time work basis may be fixed in accordance with any one or more of the following wage periods, namely:-
(i) by the hour; or
(ii) by the day; or
(iii) by the month.
(5) Where the rates of wages are fixed by the hour or by the day or by the month, the manner of calculating the wages shall be such, as may be prescribed.
(6) For the purpose of fixation of minimum rate of wages under this section, the appropriate Government,-
(a) shall primarily take into account the skill of workers required for working under the categories of unskilled, skilled, semi-skilled and highly-skilled or geographical area or both; and
(b) may, in addition to such minimum rate of wages for certain category of workers, take into account their arduousness of work like temperature or humidity normally difficult to bear, hazardous occupations or processes or underground work as may be prescribed by that Government; and
(c) the norms of such fixation of minimum rate of wages shall be such as may be prescribed.
(7) The number of minimum rates of wages referred to in sub-section (6) may, as far as possible, be kept at minimum by the appropriate Government.","Simplified text: Minimum Wage Fixation:
The government in charge will set the lowest wage rates that employees must be paid, based on certain rules.
Different Types of Rates:
The government will decide on minimum wages for employees based on:
- Time-based work
- Piece-based work
For Piece Work:
When workers are paid based on the amount of work they do, the government will ensure they earn at least a minimum wage similar to those on a time-based pay system.
Definition of Time-Based Wages:
If wages are based on time worked, they can be set by the hour, day, or month.
Calculation Rules:
The method for calculating wages by the hour, day, or month will be decided by regulations.
Considerations:
When setting minimum wages, the government will consider:
- Worker skills categorized as unskilled, skilled, semi-skilled, or highly-skilled
- Factors like tough working conditions, hazardous jobs, or underground work
- Specific rules for setting these minimum rates will be defined by the government.
Limiting Rates:
The government will try to keep the number of different minimum wage rates to a minimum as much as possible."
"SECTION 135 of Air Force Act, 1950
135. Documents exempted from production.-
(1) Nothing in section 134 shall be deemed to affect the operation of sections 123 and 124 of the Indian Evidence Act, 1872 (1 of 1872), or to apply to any letter, postcard, telegram or other document in the custody of the postal or telegraph authorities.
(2) If any document in such custody is, in the opinion of any district magistrate, chief presidency magistrate, High Court or court of session, wanted for the purpose of any court-martial such magistrate or court may require the postal or telegraph authorities, as the case may be, to deliver such document to such person as such magistrate or court may direct.
(3) If any such document is, in the opinion of any other magistrate or of any commissioner of police or district superintendent of police, wanted for any such purpose, he may require the postal or telegraph authorities, as the case may be, to cause search to be made for and to detain such document pending the orders of any such district magistrate, chief presidency magistrate or High Court or Court of Session.","Simplified text: Exemption from Producing Documents - Air Force Act, 1950
Documents: Certain types of documents are not required to be shown as per section 134. This exception does not affect sections 123 and 124 of the Indian Evidence Act, 1872. It also does not apply to letters, postcards, telegrams, or other documents held by postal or telegraph services.
Request for Documents: If a document in postal or telegraph custody is needed for a court-martial according to a district magistrate, chief presidency magistrate, High Court, or court of session, these authorities can ask the postal or telegraph services to deliver the document to a designated person.
Search and Detention: If any other magistrate, commissioner of police, or district superintendent of police believes a document is needed for a court-martial, they can request the postal or telegraph services to search for and hold onto the document until ordered by the relevant authorities like a district magistrate or High Court."
"SECTION 26 of Arms Act, 1959
Arms Act, 1959
26. Secret 

contraventions-[ 

Note: Subs. by Act 25 of 1983, s.9 (w.e.f. 22-6-1983) ]
(1) Whoever does any act in 

contravention of any of the provisions of section 3,4,10 or 12 in such manner as 

to indicate an intention that such act may not be known to any public servant or 

to any person employed or working upon a railway, aircraft, vessel, vehicle or 

any other means or conveyance, shall be punishable with imprisonment for a term 

which shall not be less than six months but which may extend to seven years and 

also with fine.
 (2) Whoever does any act in 

contravention of any of the provisions of section 5,6,7 or 11 in such manner as 

to indicate an intention that such act may not be known to any public servant or 

to any person employed or working upon a railway, aircraft, vessel, vehicle or 

any other means of conveyance, shall be punishable with imprisonment for a term 

which shall not less than five years but which may extend to ten years and also 

with fine.
 (3 ) 

Whoever on any search being made under section 22 conceals or attempts to 

conceal any arms or ammunition, shall be punishable with imprisonment for a term 

which may extend to ten years and also with fine.","Simplified text: Concealing Offenses
If someone purposely commits a violation of certain sections of this Arms Act, 1959, like hiding weapons or ammunition in a way to avoid detection by authorities, they can face:
Imprisonment for a minimum of six months to a maximum of seven years, along with a fine for contravention of sections 3, 4, 10, or 12.
Imprisonment for a minimum of five years to a maximum of ten years, along with a fine for breaking sections 5, 6, 7, or 11.
Someone who tries to hide arms or ammunition during a search under section 22 can be imprisoned for up to ten years and fined."
"98. (1) Where—
(a) any newspaper, or book; or (b) any document, wherever printed, appears to the State Government to contain any matter the publication of which is punishable under section 150 or section 194 or section 195 or section 292 or section 293 or section 297 of the Bharatiya Nyaya Sanhita, 2023, the State Government may, by notification, stating the grounds of its opinion, declare every copy of the issue of the newspaper containing such matter, and every copy of such book or other document to be forfeited to Government, and thereupon any police officer may seize the same wherever found in India and any Magistrate may by warrant authorise any police officer not below the rank of sub-inspector to enter upon and search for the same in any premises where any copy of such issue, or any such book or other document may be or may be reasonably suspected to be.
(2) In this section and in section 99,—
(a) ""newspaper"" and ""book"" have the same meaning as in the Press and
Registration of Books Act, 1867;
(b) ""document"" includes any painting, drawing or photograph, or other visible representation.
(3) No order passed or action taken under this section shall be called in question in any Court otherwise than in accordance with the provisions of section 99.","Simplified text:
Confiscation of Published Material:
If any newspaper, book, or document is found to contain material that is punishable under specific sections of the Bharatiya Nyaya Sanhita, 2023, the State Government can issue a notification declaring that all copies of the publication are forfeited to the Government. Police officers can then seize these copies anywhere in India, and a magistrate can authorize a police officer to search for the copies in any premises. This action cannot be challenged in court unless it is done according to section 99 of the law.

Definitions:
In this section and in section 99:
- ""newspaper"" and ""book"" have the same meanings as in the Press and Registration of Books Act, 1867.
- ""document"" includes any painting, drawing, photograph, or other visible representation."
"80. Warrant forwarded for execution outside jurisdiction.
(1) When a warrant is to be executed outside the local jurisdiction of the Court issuing it, such Court may, instead of directing the warrant to a police officer within its jurisdiction, forward it by post or otherwise to any Executive Magistrate or District Superintendent of Police or Commissioner of Police within the local limits of whose jurisdiction it is to be executed; and the Executive Magistrate or District Superintendent or Commissioner shall endorse his name thereon, and if practicable, cause it to be executed in the manner hereinbefore provided.
(2) The Court issuing a warrant under sub-section (1) shall forward, along with the warrant, the substance of the information against the person to be arrested together with such documents, if any, as may be sufficient to enable the Court acting under section 83 to
decide whether bail should or should not be granted to the person.","Executing Warrant in Different Jurisdiction:

Sending Warrant: If a warrant needs to be executed outside the local area of the issuing court, the court can send it by mail or other means to an Executive Magistrate, District Superintendent of Police, or Commissioner of Police within the area where it needs to be executed. The receiving official should sign it, and if possible, carry out the execution as previously explained.

Information with Warrant: Along with the warrant, the issuing court must also send the details of the allegations against the person to be arrested, along with any necessary documents, to help the court in the new jurisdiction decide whether to grant bail or not."
"SECTION 5 of Assisted Reproductive Technology (Regulation) Act, 2021
The Assisted Reproductive Technology (Regulation) Act, 2021
5. Powers and functions of National Board. -
The National Board shall exercise and discharge the following powers and functions, namely:-
(a) to advise the Central Government on policy matters relating to the assisted reproductive technology;
(b) to review and monitor the implementation of the Act, rules and regulations made thereunder and recommend to the Central Government, any suitable changes therein;
(c) to lay down code of conduct to be observed by persons working at clinics and banks, to set the minimum standards of physical infrastructure, laboratory and diagnostic equipment and expert manpower to be employed by clinics and banks;
(d) to oversee the performance of various bodies constituted under this Act and take appropriate steps to ensure their effective performance;
(e) to supervise the functioning of the National Registry and liaison with the State Boards;
(f) to pass orders as per the provisions made under this Act; and
(g) such other powers and functions as may be prescribed.","Simplified text: Powers and Functions of National Board:
The National Board has the authority to perform the following tasks: 
Advise the Central Government on policy matters concerning assisted reproductive technology.
Monitor and assess how the Act is being implemented and suggest any necessary changes to the Central Government.
Establish a code of conduct for personnel in clinics and banks, and define the minimum standards for infrastructure, equipment, and staff at these facilities.
Supervise the performance of bodies established under this Act and take actions to ensure they are functioning effectively.
Monitor the National Registry's operations and coordinate with State Boards.
Issue orders in accordance with the Act's provisions.
Carry out any other tasks and hold powers as stated in the regulations."
"Public Law 115-356
115th Congress

                                 An Act


 
To designate the facility of the United States Postal Service located at 
 25 2nd Avenue in Brentwood, New York, as the ``Army Specialist Jose L. 
  Ruiz Post Office Building''. <<NOTE: Dec. 21, 2018 -  [H.R. 5412]>> 

    Be it enacted by the Senate and House of Representatives of the 
United States of America in Congress assembled,
SECTION 1. ARMY SPECIALIST JOSE L. RUIZ POST OFFICE BUILDING.

    (a) Designation.--The facility of the United States Postal Service 
located at 25 2nd Avenue in Brentwood, New York, shall be known and 
designated as the ``Army Specialist Jose L. Ruiz Post Office Building''.
    (b) References.--Any reference in a law, map, regulation, document, 
paper, or other record of the United States to the facility referred to 
in subsection (a) shall be deemed to be a reference to the ``Army 
Specialist Jose L. Ruiz Post Office Building''.","Simplified text:

Law to Rename Post Office: This law designates the United States Postal Service facility at 25 2nd Avenue in Brentwood, New York, as the ""Army Specialist Jose L. Ruiz Post Office Building"".

(a) Designation: The facility at 25 2nd Avenue in Brentwood, New York, will be known and referred to as the ""Army Specialist Jose L. Ruiz Post Office Building"".

(b) Updated References: Any mention of the facility in any law, map, regulation, document, or record of the United States will now be considered a reference to the ""Army Specialist Jose L. Ruiz Post Office Building""."
"SECTION 2 of Assam University Act, 1989
The Assam University Act, 1989
2. Definitions.-
In this Act, and in all Statutes made hereunder, unless the context otherwise requires,-
(a) ""Academic Council"" means the Academic Council of the University;
(b) ""academic staff"" means such categories of staff as are designated as academic staff by the Ordinances;
(c) ""Board of Studies"" means the Board of Studies of the University;
(d) ""Chancellor"", ""Vice-Chancellor"" and ""Pro-Vice-Chancellor"" mean, respectively, the Chancellor, Vice-Chancellor and Pro-Vice-Chancellor of the University;
(e) ""College"" means a College maintained by, or admitted to the privileges of, the University;
(f) ""Court"" means the Court of the University;
(g) ""Department"" means a Department of Studies; and includes a Centre of Studies;
(h) ""distance education system"" means the system of imparting education through any means of communication, such as broadcasting, telecasting, correspondence courses, seminars, contact programmes or the combination of any two or more such means;
(i) ""employee"" means any person appointed by the University, and includes teachers and other staff of the University;
(j) ""Executive Council"" means the Executive Council of the University;
(k) ""Hall"" means a unit of residence or of corporate life for the students of the University, or of a College or an Institution, maintained by the University;
(l) ""Institution"" means an academic institution, not being a College, maintained by, or admitted to the privileges of, the University;
(m) ""Planning Board"" means the Planning Board of the University;
(n) ""Principal"" means the Head of a College or an Institution maintained by the University and includes, where there is no Principal, the person for the time being duly appointed to act as Principal, and in the absence of the Principal or the acting Principal, a Vice-Principal duly appointed as such;
(o) ""recognised Institution"" means an institution of higher learning recognised by the University;
(p) ""recognised teachers"" means such persons as may be recognised by the University for the purpose of imparting instructions in a College or an Institution admitted to the privileges of the University;
(q) ""Regulations"" means the Regulations made by any authority of the University under this Act for the time being in force;
(r) ""School"" means a School of Studies of the University;
(s) ""Statutes"" and ""Ordinances"" mean, respectively, the Statutes and the Ordinances of the University for the time being in force;
(t) ""teachers of the University"" means Professors, Readers, Lecturers and such other persons as may be appointed for imparting instruction or conducting research in the University or in any College or Institution maintained by the University and are designated as teachers by the Ordinances;
(u) ""University"" means the Assam University established under this Act.
1. 15th January, 1994, vide notification No. G.S.R. 23(E), dated 15th January, 1994, see Gazette of India, Extraordinary, Part II, sec. 3(ii).","Simplified text: Definitions under the Assam University Act, 1989:
Academic Council: The university's Academic Council.
Academic Staff: Staff categories designated as academic staff in the university's rules.
Board of Studies: The university's Board of Studies.
Chancellor, Vice-Chancellor, and Pro-Vice-Chancellor: The university's Chancellor, Vice-Chancellor, and Pro-Vice-Chancellor, respectively.
College: A university-maintained or privileged college.
Court: The university's Court.
Department: A department of studies, including study centers.
Distance Education System: Education offered through various communication methods.
Employee: Anyone hired by the university, including teachers and other staff.
Executive Council: The university's Executive Council.
Hall: A residence or communal unit for university or college students.
Institution: An academic institution, excluding colleges, maintained by or privileged by the university.
Planning Board: The university's Planning Board.
Principal: The head of a college or institution maintained by the university, or their substitute if absent.
Recognized Institution: A higher education institution acknowledged by the university.
Recognized Teachers: Individuals approved by the university to instruct in a college or privileged institution.
Regulations: Rules set by university authorities under this act.
School: A university school of studies.
Statutes and Ordinances: University rules and regulations currently in effect.
Teachers of the University: University professors, readers, lecturers, and other teaching staff designated by university rules.
University: Assam University established as per this act.

*Note: The act came into effect on January 15, 1994, as per Gazette of India notification No. G.S.R. 23(E) dated January 15, 1994."
"SECTION 22 of Companies Act, 1956
Companies Act, 1956
Sec 22    -    

Rectification of name of company. 
(1) If, through inadvertence or otherwise, a

company on its first registration or on its registration by a new name, is

registered by a name which, in the opinion of the Central Government, is

identical with, or too nearly resembles, the name by which a company in

existence has been previously registered, whether under this Act or any

previous companies law, the first-mentioned company : 
(a) may, by ordinary resolution and with the

previous approval of the Central Government signified in writing, change its

name or new name; and
(b) shall, if the Central Government so

directs within twelve months of its first registration or registration by its

new name, as the case may be, or within twelve months of the commencement of

this Act, whichever is later, by ordinary resolution and with the previous

approval of the Central Government signified in writing, change its name or new

name within a period of three months from the date of the direction or such

longer period as the Central Government may think fit to allow.
(2) If a company makes default in complying

with any direction given under clause (b) of sub-section (1), the company, and

every officer who is in default, shall be punishable with fine which may extend

to one thousand rupees for every day during which the default continues.","Simplified text:
Rectifying Company Name:
If a company is registered under a name that is too similar to an existing company's name, the Central Government can require the new company to change its name.
The company can change its name with the Central Government's approval through a regular resolution.
If the Central Government directs the company to change its name and it fails to do so within three months, it can be fined up to one thousand rupees per day of non-compliance.
"
