legal_text,simplified_text
"SECTION 45 of Andhra Pradesh Reorganization Act, 2014
The Andhra Pradesh reorganization Act, 2014
45.  Reports relating to accounts of Andhra

Pradesh State.
1.    The

reports of the Comptroller and Auditor-General of India referred to in clause

(2) of article 151 relating to the accounts of the existing State of Andhra

Pradesh in respect of any period prior to the appointed day shall be submitted

to the Governor of each of the successor States of Andhra Pradesh and Telangana

who shall cause them to be laid before the Legislature of that State.
2.    The

President may by order--
a. 

  declare any expenditure incurred out of the Consolidated Fund of

Andhra Pradesh on any service in respect of any period prior to the appointed

day during the financial year or in respect of any earlier financial year in

excess of the amount granted for that service and for that year as disclosed in

the reports referred to in sub-section ( 1 ) to have been duly authorised;

and
b. 

  provide for any action to be taken on any matter arising out of

the said reports.","**Simplified text: Reports on Andhra Pradesh State Accounts**

**Submission of Reports:**
The reports prepared by the Comptroller and Auditor-General of India concerning the finances of the previous Andhra Pradesh State before the appointed day must be presented to the Governors of Andhra Pradesh and Telangana. These Governors are responsible for placing these reports before the respective State Legislatures.

**Presidential Orders:**
The President has the authority to:
a. Approve any expenses paid from the Andhra Pradesh Consolidated Fund for services prior to the appointed day or in previous financial years, exceeding the allocated budget as detailed in the aforementioned reports.
b. Determine necessary actions based on findings in these reports."
"SECTION 46 of Andhra Pradesh Reorganization Act, 2014
The Andhra Pradesh reorganization Act, 2014
46.  Distribution of revenue.
1.    The

award made by the Thirteenth Finance Commission to the existing State of Andhra

Pradesh shall be apportioned between the successor States by the Central

Government on the basis of population ratio and other parameters: 
Provided that on the appointed day, the President shall make a

reference to the Fourteenth Finance Commission to take into account the

resources available to the successor States and make separate awards for each

of the successor States.
1. 

  
2.    Notwithstanding

anything in sub-section ( 1 ), the Central Government may, having regard

to the resources available to the successor State of Andhra Pradesh, make

appropriate grants and also ensure that adequate benefits and incentives in the

form of special development package are given to the backward areas of that

State.  
3.    The

Central Government shall, while considering the special development package for

the successor State of Andhra Pradesh, provide adequate incentives, in

particular for Rayalaseema and north coastal regions of that State.","Simplified text: Distribution of Revenue:
- The Thirteenth Finance Commission's allocation to Andhra Pradesh will be divided between the new states based on population and other factors.
- The President will ask the Fourteenth Finance Commission to consider the resources available to each new state and make separate allocations.

Grants and Development:
- Regardless of the above, the Central Government can give grants and special development packages to the backward areas of Andhra Pradesh, considering the state's available resources.
- Special incentives will be provided, especially for Rayalaseema and the north coastal regions of Andhra Pradesh."
"SECTION 47 of Andhra Pradesh Reorganization Act, 2014
The Andhra Pradesh reorganization Act, 2014
Part VI Apportionment of Assets and Liabilities
47.  Application of Part.
1.    The

provisions of this Part shall apply in relation to the apportionment of the

assets and liabilities of the existing State of Andhra Pradesh immediately

before the appointed day.
2.    The

successor States shall be entitled to receive benefits arising out of the

decisions taken by the existing State of Andhra Pradesh and the successor

States shall be liable to bear the financial liabilities arising out of the

decisions taken by the existing State of Andhra Pradesh.
3.    The

apportionment of assets and liabilities shall be subject to such financial

adjustment as may be necessary to secure just, reasonable and equitable

apportionment of the assets and liabilities amongst the successor States. 
4.    Any

dispute regarding the amount of financial assets and liabilities shall be

settled through mutual agreement, failing which by order by the Central

Government on the advice of the Comptroller and Auditor-General of India.","Simplified text: 
Asset and Liability Division:
This section deals with the division of assets and liabilities between the existing state of Andhra Pradesh and the successor states.
Apportionment Process:
The existing state's decisions will result in benefits for the successor states but also financial responsibilities.
Fair Division:
Assets and liabilities will be divided among the successor states in a fair and just manner, with any necessary financial adjustments.
Dispute Resolution:
Any disagreements about financial matters will be resolved through mutual agreement or by a decision made by the Central Government with advice from the Comptroller and Auditor-General of India."
"SECTION 48 of Andhra Pradesh Reorganization Act, 2014
The Andhra Pradesh reorganization Act, 2014
48.  Land and goods.
1.    Subject

to the other provisions of this Part, all land and all stores, articles and

other goods belonging to the existing State of Andhra Pradesh shall,-
a. 

  if within the transferred territory, pass to the State of

Telangana; or 
b. 

  in any other case, remain the property of the State of Andhra

Pradesh:
Provided that in case of properties situated outside the

existing State of Andhra Pradesh, such properties shall be apportioned between

the successor States on the basis of population ratio:
Provided further that where the Central Government is of opinion

that any goods or class of goods should be distributed among the States of

Andhra Pradesh and Telangana, otherwise than according to the situation of the

goods, the Central Government may issue such directions as it thinks fit for a

just and equitable distribution of the goods and the goods shall pass to the

successor States accordingly:
Provided also that in case of any dispute relating to the

distribution of any goods or class of goods under this sub-section, the Central

Government shall endeavour to settle such dispute through mutual agreement

arrived at between the Governments of the successor States for that purpose,

failing which the Central Government may, on request by any of the Governments

of the successor States, after consulting the Governments of the successor

States, issue such direction as it may deem fit for the distribution of such

goods or class of goods, as the case may be, under this sub-section.
1. 

  
2.    Stores

held for specific purposes, such as use or utilisation in particular

institutions, workshops or undertakings or on particular works under

construction, shall pass to the successor States in whose territories such

institutions, workshops, undertakings or works are located.
3.    Stores

relating to the Secretariat and offices of Heads of Departments having

jurisdiction over the whole of the existing State of Andhra Pradesh shall be

divided between the successor States on the basis of population ratio.  
4.    In this

section, the expression ""land"" includes immovable property of every kind and

any rights in or over such property, and the expression ""goods"" does not

include coins, bank notes and currency notes.","Simplified text: Land and Goods Distribution under Andhra Pradesh Reorganization Act, 2014
Land and Goods Transfer:
- All land, goods, and other belongings of the existing State of Andhra Pradesh will either transfer to Telangana if located in the transferred territory, or remain with Andhra Pradesh otherwise.
- For properties located outside Andhra Pradesh, they will be divided between the successor States based on population ratio.
- If the Central Government decides certain goods should be distributed differently, they can issue directions for a fair distribution of those goods among Andhra Pradesh and Telangana.
- In case of any disputes over distribution, the Central Government will try to resolve them through mutual agreement between the successor States. If no agreement is reached, the Central Government may issue directions after consulting with the States.

Specific Stores Distribution:
- Stores held for specific purposes in institutions, workshops, or works under construction will go to the successor States where these are located.
- Stores related to the Secretariat and department offices overseeing the entire existing State will be divided based on population ratio.

Definitions:
- ""Land"" includes all types of immovable property and any associated rights.
- ""Goods"" excludes coins, bank notes, and currency notes."
"SECTION 49 of Andhra Pradesh Reorganization Act, 2014
The Andhra Pradesh reorganization Act, 2014
49.  Treasury and bank balances.
The total of the cash balances in all treasuries of the existing

State of Andhra Pradesh and the credit balances of the existing State of Andhra

Pradesh with the Reserve Bank of India, the State Bank of India or any other

bank immediately before the appointed day shall be divided between the States

of Andhra Pradesh and Telangana on the basis of population ratio:
Provided that for the purposes of such division, there shall be

no transfer of cash balances from any treasury to any other treasury and the

apportionment shall be effected by adjusting the credit balances of the two

States in the books of the Reserve Bank of India on the appointed day:
Provided further that if the State of Telangana has no account

on the appointed day with the Reserve Bank of India, the adjustment shall be

made in such manner as the Central Government may, by order, direct.","Simplified text: Division of Cash Balances:
According to Section 49 of the Andhra Pradesh Reorganization Act, 2014, upon the appointed day, the total cash balances in all treasuries and credit balances in banks belonging to the existing State of Andhra Pradesh will be shared between the States of Andhra Pradesh and Telangana based on their respective populations.
The division will be done without physically moving cash between treasuries. Instead, adjustments will be made to credit balances in the books of the Reserve Bank of India. If the State of Telangana does not have an account with the Reserve Bank of India on the appointed day, the Central Government will determine the adjustment process."
"SECTION 52 of Andhra Pradesh Reorganization Act, 2014
The Andhra Pradesh reorganization Act, 2014
52.  Investments and credits in certain funds.
1.    The

securities held in respect of the investments made from Cash Balances

Investment Account or from any Fund in the Public Account of the existing State

of Andhra Pradesh as specified in the Seventh Schedule shall be apportioned on

the basis of population ratio of the successor States:
Provided that the securities held in investments made from the

Calamity Relief Fund of the existing State of Andhra Pradesh shall be divided

in the ratio of the area of the territories occupied by the successor States.
1. 

  
2.    The

investments of the existing State of Andhra Pradesh immediately before the

appointed day in any special fund, the objects of which are confined to a local

area, shall belong to the State in which that area is included on the appointed

day: 
Provided that the investments in such special funds on multiple

entities situated in different parts of the existing State, and such parts fall

within the territories of the States of Andhra Pradesh and Telangana, shall be

apportioned between the successor States on the basis of population ratio.
3.    The

investments of the existing State of Andhra Pradesh immediately before the

appointed day in any private, commercial or industrial undertaking, the objects

of which are confined to a local area, shall belong to the successor State in

which such area is included on the appointed day:
Provided that investments in such entities, having multiple

units situated in different parts of the existing State, and such parts fall

within the territories of the States of Andhra Pradesh and Telangana, shall be

apportioned between the successor States on the basis of population ratio.
4.    Where

any body corporate constituted under a Central Act, State Act or Provincial Act

for the existing State of Andhra Pradesh or any part thereof has, by virtue of

the provisions of Part II, become an inter-State body corporate, the

investments in, or loans or advances to, any such body corporate by the

existing State of Andhra Pradesh made before the appointed day shall, save as

otherwise expressly provided by or under this Act, be divided between the

States of Andhra Pradesh and Telangana in the same proportion in which the

assets of the body corporate are divided under the provisions of this Part.","Simplified text: Investments and Credits Allocation:

Investment Distribution:
- Securities acquired using funds from the Cash Balances Investment Account or any Fund in the Public Account of the existing State of Andhra Pradesh, as listed in the Seventh Schedule, will be divided based on the population ratio of the successor states.
- Securities purchased from the Calamity Relief Fund of the existing State of Andhra Pradesh will be divided based on the territories occupied by the successor states.

Special Funds:
- Investments from the existing State of Andhra Pradesh in any special fund dedicated to a specific local area will be transferred to the state where that area is located on the appointed day. If the special fund has multiple entities in different parts of the existing State, divided between Andhra Pradesh and Telangana based on their population ratio.

Private Undertakings:
- Investments from the existing State of Andhra Pradesh in private, commercial, or industrial entities confined to a specific local area will be transferred to the successor state encompassing the area on the appointed day. If such entities have multiple units in different areas of the existing State, they will be divided between Andhra Pradesh and Telangana based on their population ratio.

Inter-State Bodies:
- Investments, loans, or advances made by the existing State of Andhra Pradesh to a body corporate that became an inter-State entity under Part II will be shared between Andhra Pradesh and Telangana in the same proportion as the division of assets of the body corporate under this Act, unless specified otherwise."
"SECTION 53 of Andhra Pradesh Reorganization Act, 2014
The Andhra Pradesh reorganization Act, 2014
53.  Assets and liabilities of State

undertakings.
1.    The

assets and liabilities relating to any commercial or industrial undertaking of

the existing State of Andhra Pradesh, where such undertaking or part thereof is

exclusively located in, or its operations are confined to, a local area, shall

pass to the State in which that area is included on the appointed day,

irrespective of the location of its headquarters: 
Provided that where the operation of such undertaking becomes

inter-State by virtue of the provisions of Part II, the assets and liabilities

of-- 
a. 

  the operational units of the undertaking shall be apportioned

between the two successor States on location basis; and 
b. 

  the headquarters of such undertaking shall be apportioned

between the two successor States on the basis of population ratio.
2.    Upon

apportionment of the assets and liabilities, such assets and liabilities shall

be transferred in physical form on mutual agreement or by making payment or

adjustment through any other mode as may be agreed to by the successor States.","Simplified text: Transfer of Assets and Liabilities:

Assets and liabilities of State Undertakings:
The assets and debts of any business or industry in the current state of Andhra Pradesh that operates solely within a specific local area will shift to the state where that area is located on the appointed day. This is regardless of where the main office is situated. However, if the business starts operating across states because of Part II, the assets and debts should be divided as follows:
The assets and debts of the operational sections should be shared between the two states based on their locations.
The main office's assets and debts should be divided between the states according to the population ratio.
After sharing assets and debts, they can be transferred physically upon mutual agreement or through payment or another method both states agree upon."
"SECTION 54 of Andhra Pradesh Reorganization Act, 2014
The Andhra Pradesh reorganization Act, 2014
54.  Public Debt.
1.    All

liabilities on account of Public Debt and Public Account of the existing State

of Andhra Pradesh outstanding immediately before the appointed day shall be

apportioned on the basis of population ratio of the successor States unless a different

mode of apportionment is provided under the provisions of this Act.
2.    The

individual items of liabilities to be allocated to the successor States and the

amount of contribution required to be made by one successor State to another

shall be such as may be ordered by the Central Government on the advice of the

Comptroller and Auditor-General of India:
Provided that till such orders are issued, the liabilities on

account of Public Debt and Public Account of the existing State of Andhra

Pradesh shall continue to be the liabilities of the successor State of Andhra

Pradesh. 
1. 

  
2. 

  
3.    The

liability on account of loan raised from any source and re-lent by the existing

State of Andhra Pradesh to such entities as may be specified by the Central

Government and whose area of operation is confined to either of the successor

States shall devolve on the respective States as specified in sub-section ( 4 ).
4.    The

public debt of the existing State of Andhra Pradesh attributable to loan taken

from any source for the express purpose of re-lending the same to a specific

institution and outstanding immediately before the appointed day shall,-
a. 

  if re-lent to any local body, body corporate or other

institution in any local area, be the debt of the State in which the local area

is included on the appointed day; or
b. 

  if re-lent to any other corporation or institution which becomes

an inter- State corporation or institution on the appointed day, be divided

between the States of Andhra Pradesh and Telangana in the same proportion in

which the assets of such body corporate or institution are divided under the

provisions of Part VII. 
1. 

  
2. 

  
3. 

  
4. 

  
5.    Where a

sinking fund or a depreciation fund is maintained by the existing State of

Andhra Pradesh for repayment of any loan raised by it, the securities held in respect

of investments made from that fund shall be divided between the successor

States of Andhra Pradesh and Telangana in the same proportion in which the

total public debt is divided between the two States under this section.
6.    In this

section, the expression ""Government security"" means a security created and

issued by a State Government for the purpose of raising a public loan and

having any of the forms specified in, or prescribed under, clause ( 2 ) of

section 2 of the Public Debt Act, 1944.","Simplified text: 

Public Debt Division:
- All debts and accounts of Andhra Pradesh before the restructuring will be distributed based on the population ratio of the new states, unless stated otherwise in this Act.
- The specific debts assigned to each new state and any required financial contributions between states will be decided by the Central Government after consulting the Comptroller and Auditor-General of India. Until then, Andhra Pradesh's debts will remain its own.
- Loans taken by Andhra Pradesh that were then lent to entities operating within one of the new states will become the responsibility of that specific state.
- Debts related to loans taken for the purpose of re-lending to specific institutions will be split between Andhra Pradesh and Telangana based on the asset division rules.
- If a sinking or depreciation fund exists for loan repayment, investments related to these funds will also be divided between Andhra Pradesh and Telangana in proportion to the total debt division.
- ""Government security"" refers to state-issued securities for public loans under the Public Debt Act, 1944."
"SECTION 56 of Andhra Pradesh Reorganization Act, 2014
The Andhra Pradesh reorganization Act, 2014
56.  Refund of taxes collected in excess.
1.    The

liability of the existing State of Andhra Pradesh to refund any tax or duty on

property, including land revenue, collected in excess shall be the liability of

the successor State in whose territories the property is situated, and the

liability of the existing State of Andhra Pradesh to refund any other tax or

duty collected in excess shall be apportioned between the Successor States of

Andhra Pradesh and Telangana on the basis of population ratio and the State

discharging the liability shall be entitled to receive from the other State its

share of the liability, if any.
2.    The

liability of the existing State of Andhra Pradesh to refund any other tax or

duty collected in excess on the appointed day shall be the liability of the

successor State in whose territories the place of assessment of such tax or

duty is included, and the liability of the existing State of Andhra Pradesh to

refund any other tax or duty collected in excess shall be apportioned between

the Successor States of Andhra Pradesh and Telangana on the basis of population

ratio and the State discharging the liability shall be entitled to receive from

the other State its share of the liability, if any.","Simplified text: Refund of Excessive Taxes
1. The responsibility to refund any excess tax or duty on property, such as land revenue, collected by the current State of Andhra Pradesh falls on the successor state where the property is located. If any other tax or duty is collected in excess, it will be divided between the successor states of Andhra Pradesh and Telangana based on their population ratios. The state handling the refund is entitled to its share from the other state.
2. Similarly, if any other tax or duty is collected in excess after the appointed day, the liability falls on the successor state where the assessment of that tax or duty takes place. The excess tax or duty will be divided between the successor states of Andhra Pradesh and Telangana based on their population ratios. The state in charge of refunding the excess payment is entitled to receive its share from the other state."
"SECTION 57 of Andhra Pradesh Reorganization Act, 2014
The Andhra Pradesh reorganization Act, 2014
57.  Deposits, etc.
1.    The

liability of the existing State of Andhra Pradesh in respect of any civil

deposit or local fund deposit shall, as from the appointed day, be the

liability of the successor State in whose area the deposit has been made.
2.    The

liability of the existing State of Andhra Pradesh in respect of any charitable

or other endowment shall, as from the appointed day, be the liability of the

successor State in whose area the institution entitled to the benefit of the

endowment is located or of the successor State to which the objects of the

endowment, under the terms thereof, are confined: 
Provided that any civil deposits or loan funds or charitable or

other endowment fund maintained by the existing State of Andhra Pradesh before

the appointed day having jurisdiction over the entire State shall be

apportioned between the successor States on the basis of population ratio.","Simplified text: Deposits and Fund Allocation:

As of the designated day, any civil deposits or local fund deposits held by the current Andhra Pradesh state will become the responsibility of the new respective state where the deposit was made.

Charitable endowments will also become the responsibility of the new state where the institution or beneficiaries are located. In cases where the endowment's objectives are set within a specific state, responsibility will lie with that corresponding new state.

In situations where civil deposits, loan funds, or charitable endowments were managed by the prior Andhra Pradesh state covering the entire region, these funds will be divided between the new successor states based on their respective population ratios."
"SECTION 60 of Andhra Pradesh Reorganization Act, 2014
The Andhra Pradesh reorganization Act, 2014
60.  Contracts
1.    Where,

before the appointed day, the existing State of Andhra Pradesh has made any

contract in the exercise of its executive power for any purposes of the State,

that contract shall,--
a. 

  if the purposes of the contract are, on and from the appointed

day, exclusive purposes of either of the successor States of Andhra Pradesh and

Telangana, then it shall be deemed to have been made in exercise of the

executive power of that State and the liability shall be discharged by that

State; and
b. 

  in any other case, all rights and liabilities which have accrued

or may accrue under any such contract shall be apportioned between the

successor States on the basis of population ratio or in any other manner as may

be agreed to by the successor States.
1. 

  
2.    For the

purposes of this section, there shall be deemed to be included in the

liabilities which have accrued or may accrue under any contract-- 
a. 

  any liability to satisfy an order or award made by any court or

other tribunal in proceedings relating to the contract; and
b. 

  any liability in respect of expenses incurred in or in

connection with any such proceedings.
3.    This

section shall have effect subject to the other provisions of this Part relating

to the apportionment of liabilities in respect of loans, guarantees and other

financial obligations; and the bank balances and securities shall,

notwithstanding that they partake of the nature of contractual rights, be dealt

with under those provisions.","Simplified text: Contracts under Andhra Pradesh Reorganization Act, 2014

Before the appointed day, if the existing State of Andhra Pradesh has entered into any contracts using its executive power, the following rules apply:
If the contract is exclusively for the purposes of either Andhra Pradesh or Telangana after the appointed day, the state responsible for those purposes will handle the contract and its liabilities.
If the contract doesn't fall under the above condition, any rights and liabilities from the contract will be divided between Andhra Pradesh and Telangana based on population ratio or any other agreed method.

This section also includes:

Liabilities related to fulfilling court orders or awards from proceedings linked to the contract.
Liabilities for expenses incurred in or related to these proceedings.

Note that this section is subject to other parts of the Act regarding the division of liabilities for loans, guarantees, and financial obligations. Bank balances and securities, despite being contractual rights, will be handled according to those provisions."
"SECTION 66 of Andhra Pradesh Reorganization Act, 2014
The Andhra Pradesh reorganization Act, 2014
66.  Power of Central Government to order

allocation or adjustment in certain cases.
Where, by virtue of any of the provisions of this Part, either

of the successor States of Andhra Pradesh and Telangana becomes entitled to any

property or obtains any benefits or becomes subject to any liability, and the

Central Government is of opinion, on a reference made within a period of three

years from the appointed day by either of the States, that it is just and

equitable that such property or those benefits should be transferred to, or

shared with, the other successor State, or that a contribution towards that

liability should be made by the other successor State, the said property or

benefits shall be allocated in such manner between the two States, or the other

State shall make to the State subject to the liability such contribution in

respect thereof, as the Central Government may, after consultation with the two

State Governments, by order, determine.","Simplified text:
Power to Allocate or Adjust Benefits:
If either Andhra Pradesh or Telangana gains property, benefits, or liabilities due to the reorganization, and one state feels it's fair to share with the other, they can ask the Central Government to decide.

Within three years of the reorganization, if one state requests and the Central Government agrees, the property or benefits will be divided between the states, or the other state will contribute to the shared liabilities. The decision will be made after consulting both state governments."
"SECTION 69 of Andhra Pradesh Reorganization Act, 2014
The Andhra Pradesh reorganization Act, 2014
69.  Continuance of arrangements in regard to

generation and supply of electric power and supply of water.
If it appears to the Central Government that the arrangement in

regard to the generation or supply of electric power or the supply of water for

any area or in regard to the execution of any project for such generation or

supply has been or is likely to be modified to the disadvantage of that area by

reason of the fact that it is, by virtue of the provisions of Part II, outside

the State in which the power stations and other installations for the

generation and supply of such power, or the catchment area, reservoirs and

other works for the supply of water, as the case may be, are located, the

Central Government may, after  consultation with the Governments of the

successor States wherever necessary, give such directions as it deems proper to

the State Government or other authority concerned for the maintenance, so far

as practicable, of the previous arrangement and the State to which such

directions are given shall comply with them.","Simplified text: CONTINUANCE OF ELECTRIC POWER AND WATER SUPPLY ARRANGEMENTS:

If the Central Government believes that changes to how electric power or water is generated or supplied in an area might harm that area due to it falling outside the State where the infrastructure is located, the Central Government can consult with the relevant State Governments and give directions to maintain the existing arrangements as much as possible. The State receiving such directions must comply with them."
"SECTION 70 of Andhra Pradesh Reorganization Act, 2014
The Andhra Pradesh reorganization Act, 2014
70.  Provisions as to Andhra Pradesh State

Financial Corporation.
1.    The

Andhra Pradesh State Financial Corporation established under the State

Financial Corporations Act, 1951 shall, on and from the appointed day, continue

to function in those areas in respect of which it was functioning immediately

before that day, subject to the provisions of this section and to such

directions as may, from time to time, be issued by the Central Government.
2.    Any

directions issued by the Central Government under sub-section ( 1 ) in

respect of the Corporation may include a direction that the said Act, in its

application to the Corporation, shall have effect subject to such exceptions

and modifications as may be specified in the direction.
3.    Notwithstanding

anything contained in sub-section ( 1 ) or sub-section ( 2 ), the

Board of Directors of the Corporation may, with the previous approval of the

Central Government and shall, if so required by the Central Government, convene

at any time after the appointed day a meeting for the consideration of a scheme

for the reconstitution or reorganisation or dissolution, as the case may be, of

the Corporation, including proposals regarding the formation of new

Corporations, and the transfer thereto of the assets, rights and liabilities of

the existing Corporation, and if such a scheme is approved at the general

meeting by a resolution passed by a majority of the shareholders present and

voting, the scheme shall be submitted to the Central Government for its

sanction. 
4.    If the

scheme is sanctioned by the Central Government either without modifications or

with modifications which are approved at a general meeting, the Central

Government shall certify the scheme, and upon such certification, the scheme

shall, notwithstanding anything to the contrary contained in any law for the

time being in force, be binding on the Corporations affected by the scheme as

well as the shareholders and creditors thereof. 
5.    If the

scheme is not so approved or sanctioned, the Central Government may refer the

scheme to such Judge of the High Court of Andhra Pradesh or the High Court of

Telangana as may be nominated in this behalf by the Chief Justice thereof, and

the decision of the Judge in regard to the scheme shall be final and shall be

binding on the Corporations affected by the scheme as well as the shareholders

and creditors thereof. 
6.    Nothing

in the preceding provisions of this section shall be construed as preventing

the Government of the States of Andhra Pradesh and Telangana from constituting,

at any time on or after the appointed day, a State Financial Corporation for

that State under the State Financial Corporations Act, 1951.","Simplified text: Provisions for Andhra Pradesh State Financial Corporation under the Andhra Pradesh Reorganization Act, 2014:

Continuation of Operations: The Andhra Pradesh State Financial Corporation, established under the State Financial Corporations Act, 1951, will continue its operations as before the appointed day, subject to specific provisions of this section and any directions given by the Central Government.

Central Government Directions: The Central Government may issue directions concerning the Corporation, including specifying exceptions and modifications to the State Financial Corporations Act, 1951 as it applies to the Corporation.

Board of Directors' Authority: The Board of Directors can convene a meeting, with prior Central Government approval, to discuss schemes for reconstitution, reorganization, or dissolution of the Corporation. If approved at a general meeting and by the Central Government, the scheme becomes binding.

Scheme Certification: If the scheme is approved by the Central Government, it will be certified and binding on the affected Corporations, shareholders, and creditors.

Judicial Review: If the scheme is not approved, it may be referred to a nominated High Court Judge for a final decision, which will be binding.

State Government Authority: The States of Andhra Pradesh and Telangana retain the right to establish a State Financial Corporation under the State Financial Corporations Act, 1951, at any time following the appointed day."
"SECTION 72 of Andhra Pradesh Reorganization Act, 2014
The Andhra Pradesh reorganization Act, 2014
72.  Temporary provisions as to continuance of

certain existing road transport permits.
1.    Notwithstanding

anything contained in section 88 of the Motor Vehicles Act, 1988, a permit

granted by the State Transport Authority of the existing State of Andhra

Pradesh or any Regional Transport Authority in that State shall, if such permit

was, immediately before the appointed day, valid and effective in any area in

the transferred territory, be deemed to continue to be valid and effective in

that area after that day till its period of validity subject to the provisions

of that Act as for the time being in force in that area; and it shall not be

necessary for any such permit to be countersigned by the State Transport

Authority of Telangana or any Regional Transport Authority therein for the

purpose of validating it for use in such area: 
Provided that the Central Government may, after consultation

with the successor State Government or Governments concerned add to amend or

vary the conditions attached to the permit by the Authority by which the permit

was granted.
2.    No

tolls, entrance fees or other charges of a like nature shall be levied after

the appointed day in respect of any transport vehicle for its operations in any

of the successor States under any such permit, if such vehicle was, immediately

before that day, exempt from the payment of any such toll, entrance fees or

other charges for its operations in the transferred territory:
Provided that the Central Government may, after consultation

with the State Government or Governments concerned, authorise the levy of any

such toll, entrance fees or other charges, as the case may be: 
Provided further that the provisions of this sub-section shall

not be applicable where any such tolls, entrance fees or other charges of a

like nature are leviable for the use of any road or bridge which is constructed

or developed for commercial purpose by the State Government, an undertaking of

the State Government, a joint undertaking in which the State Government is a

shareholder or the private sector.","Simplified text: Temporary Provisions for Continuation of Road Transport Permits

1. Existing Permits: If a permit granted by the State Transport Authority of Andhra Pradesh or any Regional Transport Authority in that state was valid in any area of transferred territory before the appointed day, it will continue to be valid in that area after that day until its expiry, without needing additional approval. The Central Government can modify the permit's conditions after consulting the relevant State Government.

2. Toll Charges: No tolls or similar charges will be imposed on transport vehicles operating in the successor states under such permits if they were exempt from these charges in the transferred territory. The Central Government, after consulting the State Governments, may allow the collection of these charges. However, this exemption does not apply to tolls or charges for commercial roads or bridges developed by the State Government, its entities, joint ventures involving the State Government, or private sector entities."
"SECTION 73 of Andhra Pradesh Reorganization Act, 2014
The Andhra Pradesh reorganization Act, 2014
73.  Special provisions relating to,

retrenchment compensation in certain cases.
Where on account of the reorganisation of the  existing State of

Andhra Pradesh under this Act, any body corporate constituted under a Central

Act, State Act or Provincial Act, any co-operative society registered under any

law relating to co-operative societies or any commercial or industrial

undertaking of that State is reconstituted or reorganised in any manner

whatsoever or is amalgamated with any other body corporate, co-operative

society or undertaking, or is dissolved, and in consequence of such

reconstitution, reorganisation, amalgamation or dissolution, any workman

employed by such body corporate or in any such co-operative society or

undertaking, is transferred to, or re-employed by, any other body corporate, or

in any other co-operative society or undertaking, then, notwithstanding

anything contained in section 25F or section 25FF or section 25FFF of the

Industrial Disputes Act, 1947, such transfer or re-employment shall not entitle

him to any compensation under that section:
Provided that-
a.    the

terms and conditions of service applicable to the workman after such transfer

or re-employment are not less favourable to the workman than those applicable

to him immediately before the transfer or re-employment;
b.    the

employer in relation to the body corporate, the co-operative society or the

undertaking where the workman transferred or re-employed is, by agreement or

otherwise, legally liable to pay to the workman, in the event of his

retrenchment, compensation under section 25F or section 25FF or section 25FFF

of the Industrial Disputes Act, 1947 on the basis that his service has been

continuous and has not been interrupted by the transfer or re-employment.","Simplified text: Retrenchment Compensation:
If any company, co-operative society, or business in Andhra Pradesh undergoes changes due to the state's reorganization under this law and a worker is transferred or rehired elsewhere as a result, they will not receive compensation under certain sections of the Industrial Disputes Act, 1947. However, two conditions must be met:
The new terms and conditions of the worker's employment should be at least as good as those before the transfer.
The employer must be legally responsible for providing compensation for retrenchment if the worker is let go, based on continuous service without interruption.

Please let me know if you need more assistance with legal text simplification."
"SECTION 74 of Andhra Pradesh Reorganization Act, 2014
The Andhra Pradesh reorganization Act, 2014
74.  Special provision as to income-tax.
Where the assets, rights and liabilities of any body corporate

carrying on business are, under the provisions of this Part, transferred to any

other bodies corporate which after the transfer carry on the same business, the

losses or profits or gains sustained by the body corporate first-mentioned

which, but for such transfer, would have been allowed to be carried forward and

set off in accordance with the provisions of Chapter VI of the Income-tax Act,

1961, shall be apportioned amongst the transferee bodies corporate in

accordance with the rules to be made by the Central Government in this behalf

and, upon such apportionment, the share of loss allotted to each transferee

body corporate shall be dealt with in accordance with the provisions of Chapter

VI of the said Act, as if the transferee body corporate had itself sustained

such loss in a business carried on by it in the years in which those losses

were sustained.","Simplified text: Special Tax Rule for Corporate Transfers:

If a body corporate's assets, rights, and liabilities are transferred to another body corporate under this Act and both continue the same business, any profits or losses that could have been carried forward for tax purposes will be shared among the new entities according to government rules. Each new entity will handle their share of losses as if they had incurred them in their own business operations."
